Trip_ID,TransactionMonth,Destination,Start_date,End_date,Number_of_travelers,Client_ID,Client_age_range,Client_gender,Referral_source,Client_credit_card,Client_nationality,Client_age,Client_rank,Time_of_first_call,Accommodation_type,Transportation_cost,Accommodation_cost,Tours_cost,Insurance_cost,Agency_fee,Agency_hours,On_call_hours,Associates_involved,Internal_service_failures
1839,2021-06,"Rome, Italy",2021-09-01,2021-09-15,3.0,343.0,,M,Friend/Family,,Nigeria,24.0,Frequent,Morning,Luxury,937.82,23310.0,135.74,100.0,1112.29,8.56,,,0.0
1840,2023-06,"Rome, Italy",2023-07-26,2023-07-31,1.0,,26-35,Other,Friend/Family,Visa,France,32.0,na,Morning,Luxury,547.79,2775.0,130.79,100.0,983.67,8.58,3.45,0.0,0.0
1841,2023-08,"Tokyo, Japan",2024-01-09,2024-01-20,3.0,1662.0,51+,F,,Visa,France,57.0,na,Morning,Standard,1703.47,6732.0,78.2,100.0,697.94,11.7,5.21,0.0,0.0
1842,2022-03,"Barcelona, Spain",2022-04-24,2022-04-30,3.0,4195.0,26-35,F,Friend/Family,Amex,Thailand,31.0,V.I.P.,Morning,Budget,2287.64,1620.0,72.57,100.0,1117.17,7.15,2.91,0.0,
1843,2024-09,"Barcelona, Spain",2025-02-02,2025-02-14,3.0,2696.0,51+,M,Online Ad,,USA,,na,Morning,Luxury,2173.37,19440.0,154.07,100.0,634.36,10.51,5.06,1.0,0.0
1844,2025-01,"Marrakech, Morocco",2025-04-03,2025-04-17,1.0,3505.0,36-50,M,Online Ad,Amex,China,44.0,na,Evening,Standard,632.24,2268.0,128.71,93.71,869.25,13.13,7.24,0.0,0.0
1845,2024-03,"Bangkok, Thailand",2024-07-21,2024-07-26,5.0,848.0,51+,M,Friend/Family,Visa,Germany,62.0,frequent,Evening,Luxury,,13125.0,129.36,100.0,683.81,16.33,12.63,0.0,0.0
1846,2025-04,"Bali, Indonesia",2025-07-14,2025-07-28,2.0,3616.0,36-50,F,Other,Discover,Brazil,47.0,Frequent Traveler,Morning,Budget,1718.63,2100.0,69.44,100.0,794.88,11.58,,0.0,0.0
1847,2022-10,"Bali, Indonesia",2023-01-05,2023-01-16,3.0,2264.0,36-50,F,Friend/Family,Discover,Italy,37.0,na,Morning,Standard,2028.55,5940.0,116.08,100.0,995.91,13.57,,,
1848,2022-03,Bangkok;  Thailand,2022-07-25,2022-07-30,2.0,3378.0,51+,F,,MasterCard,USA,67.0,V.I.P.,Evening,Standard,1011.57,2100.0,106.61,100.0,786.24,,6.91,1.0,1.0
1849,2022-11,"Buenos Aires, Argentina",2023-04-19,2023-04-24,4.0,1203.0,36-50,F,Online Ad,Amex,Italy,47.0,V.I.P.,Evening,Standard,2543.54,3024.0,115.91,100.0,1114.64,16.57,,2.0,1.0
1850,2023-12,"Paris, France",2024-02-29,2024-03-07,1.0,1073.0,26-35,M,Online Ad,Visa,UK,32.0,Frequent,Evening,Budget,441.16,665.0,80.37,63.81,899.19,5.49,2.24,1.0,
1851,2022-06,"Barcelona, Spain",2022-08-20,2022-09-02,,2678.0,36-50,M,Search Engine,MasterCard,France,44.0,na,Evening,Luxury,1170.92,14040.0,154.38,100.0,864.82,9.06,3.92,1.0,0.0
1852,2021-08,"Bangkok, Thailand",2021-10-04,2021-10-08,2.0,2865.0,51+,F,Social Media,Discover,South Africa,,Frequent Traveler,Evening,Standard,1585.5,1680.0,153.87,100.0,856.02,9.46,3.68,0.0,0.0
1853,2025-05,"Tokyo, Japan",2025-10-16,2025-10-22,2.0,1254.0,18-25,F,Other,Visa,Canada,25.0,na,Morning,Standard,1201.08,,98.58,100.0,910.6,7.18,,,
1854,2022-12,"Reykjavik, Iceland",01/23/2023,2023-01-26,1.0,2674.0,18-25,F,Online Ad,Visa,Indonesia,19.0,na,Evening,Budget,666.32,240.0,102.23,40.61,1139.84,7.78,2.35,0.0,1.0
1855,2021-04,"Barcelona, Spain",2021-06-15,2021-06-19,4.0,1749.0,26-35,M,Friend/Family,Amex,Thailand,27.0,VIP,Morning,Budget,2480.58,1440.0,59.99,100.0,,12.13,4.71,0.0,0.0
1856,2024-08,"Tokyo, Japan",2024-11-28,2024-12-03,4.0,4250.0,36-50,F,Search Engine,Visa,Japan,42.0,Frequent,Afternoon,Luxury,2388.53,10200.0,166.39,100.0,729.49,13.29,6.88,1.0,2.0
1857,2025-06,"Cape Town, South Africa",2025-08-22,2025-09-01,4.0,2836.0,26-35,F,Online Ad,MasterCard,India,30.0,vip,Afternoon,Standard,2653.56,6720.0,117.56,100.0,1003.53,14.24,,0.0,0.0
1858,2021-10,"Santiago, Chile",2022-02-01,2022-02-08,1.0,184.0,36-50,F,Search Engine,MasterCard,UK,45.0,na,Afternoon,Budget,560.76,448.0,78.25,47.32,1240.56,12.99,5.6,0.0,
1859,2024-03,"Bangkok, Thailand",07/03/2024,2024-07-08,3.0,4636.0,51+,M,Online Ad,Visa,China,,frequent,Evening,Budget,2074.52,1312.5,121.08,100.0,,11.79,,1.0,0.0
1860,2023-09,"New Delhi, India",2023-11-27,2023-12-06,7.0,2689.0,51+,M,Other,Discover,USA,52.0,frequent,Evening,Luxury,5935.84,26460.0,150.66,100.0,865.05,24.0,17.42,0.0,1.0
1861,2024-08,"Barcelona, Spain",2025-01-13,2025-01-21,4.0,1302.0,26-35,F,Online Ad,Visa,Canada,32.0,na,Morning,Standard,,6912.0,74.92,100.0,924.91,10.92,,,1.0
1862,2025-10,"Reykjavik, Iceland",2025-12-26,2026-01-08,1.0,2097.0,51+,M,Friend/Family,Visa,Ethiopia,67.0,na,Morning,Standard,531.69,2496.0,169.64,100.0,643.45,10.37,,,0.0
1863,2022-11,"Rome, Italy",2023-03-26,2023-03-29,,2832.0,36-50,M,Online Ad,Visa,Germany,,Frequent,Afternoon,Luxury,1107.98,3330.0,144.24,100.0,800.04,7.81,3.67,,0.0
1864,2021-10,"Barcelona, Spain",03/14/2022,2022-03-26,2.0,4335.0,51+,M,,Visa,China,64.0,na,Evening,Budget,1226.13,2160.0,67.41,100.0,802.76,10.41,4.11,,0.0
1865,2021-10,"Bali, Indonesia",2022-02-22,2022-03-02,8.0,3595.0,36-50,M,Online Ad,Visa,Romania,42.0,Frequent,,Budget,5392.97,4800.0,104.57,100.0,1093.86,26.74,20.22,,
1866,2023-10,"Rome, Italy",01/25/2024,2024-01-31,6.0,,51+,M,Online Ad,Visa,South Korea,59.0,na,Morning,Luxury,3756.85,19980.0,163.29,100.0,658.27,17.53,,2.0,1.0
1867,2023-01,"Rome, Italy",2023-06-24,2023-06-30,2.0,,51+,F,Search Engine,Visa,Morocco,56.0,Frequent,Afternoon,Luxury,908.39,6660.0,156.44,100.0,759.81,9.87,,,1.0
1868,2025-11,"Rome, Italy",2026-02-23,2026-03-06,1.0,1604.0,36-50,M,Online Ad,MasterCard,Greece,48.0,Frequent Traveler,Afternoon,,521.45,1017.5,118.95,100.0,614.81,6.68,2.94,,0.0
1869,2024-05,"Paris, France",2024-10-12,2024-10-15,3.0,4583.0,18-25,F,Online Ad,MasterCard,Canada,20.0,na,Morning,Luxury,1588.93,5130.0,119.15,100.0,879.54,8.06,,3.0,
1870,2021-02,"Paris, France",2021-06-13,2021-06-17,3.0,,51+,F,Friend/Family,MasterCard,India,51.0,frequent,Morning,Budget,1530.82,1140.0,93.1,100.0,820.27,9.01,4.5,0.0,
1871,2025-11,"Rome, Italy",2026-03-09,2026-03-18,1.0,4319.0,36-50,F,Friend/Family,MasterCard,Brazil,45.0,frequent,Evening,Standard,461.36,1998.0,115.96,100.0,645.87,7.79,2.69,0.0,
1872,2022-09,"Tokyo, Japan",2023-02-06,2023-02-13,7.0,338.0,26-35,F,Online Ad,Visa,UK,31.0,na,Evening,Luxury,4788.05,24990.0,171.59,100.0,1118.02,19.76,,0.0,0.0
1873,2022-05,"Johannesburg, South Africa",2022-10-14,2022-10-27,3.0,2617.0,51+,M,Online Ad,MasterCard,UK,51.0,Frequent,Morning,Standard,2018.88,6177.6,96.13,100.0,974.49,14.75,7.38,1.0,1.0
1874,2022-02,"Bangkok, Thailand",2022-04-06,2022-04-12,3.0,1203.0,36-50,F,Online Ad,Amex,Italy,47.0,Frequent Traveler,Afternoon,Standard,1822.05,3780.0,132.34,100.0,,10.15,,1.0,0.0
1875,2022-03,"Barcelona, Spain",2022-07-28,2022-08-10,5.0,3178.0,51+,M,Search Engine,,Brazil,56.0,na,Evening,Luxury,3184.94,35100.0,133.23,100.0,769.76,15.9,,1.0,0.0
1876,2022-10,"Barcelona, Spain",2022-11-09,2022-11-21,1.0,3525.0,36-50,F,,Visa,Japan,42.0,Frequent,Afternoon,Standard,619.2,2592.0,113.23,100.0,817.0,7.33,,,
1877,2021-09,"Marrakech, Morocco",2021-10-04,2021-10-17,4.0,4752.0,26-35,M,Other,,France,26.0,na,Afternoon,Standard,2461.34,8424.0,102.32,100.0,1385.01,15.61,12.05,2.0,0.0
1878,2025-09,"Bali, Indonesia",2026-01-30,2026-02-03,3.0,834.0,18-25,Other,Search Engine,Visa,Canada,,na,Afternoon,Standard,1946.64,2160.0,66.62,100.0,998.95,12.99,,0.0,0.0
1879,2023-11,"Bali, Indonesia",2024-02-19,2024-02-26,2.0,1816.0,26-35,Other,Friend/Family,Visa,Vietnam,30.0,V.I.P.,Morning,Luxury,1366.72,6300.0,143.32,100.0,1114.25,9.97,5.03,0.0,0.0
1880,2024-11,"Barcelona, Spain",02/10/2025,2025-02-15,4.0,582.0,51+,F,Online Ad,MasterCard,Greece,52.0,vip,Evening,Standard,2411.61,4320.0,139.55,100.0,553.84,12.63,8.29,0.0,1.0
1881,2024-01,"Bali, Indonesia",2024-04-26,2024-05-02,,3945.0,26-35,F,Social Media,MasterCard,France,30.0,na,Evening,Standard,1547.52,2160.0,112.78,100.0,1140.59,10.89,4.9,0.0,0.0
1882,2025-04,"Tokyo, Japan",05/09/2025,2025-05-13,4.0,1979.0,51+,M,Other,MasterCard,Egypt,66.0,na,Evening,Standard,2530.58,3264.0,107.54,100.0,660.04,13.15,11.8,,0.0
1883,2024-08,"Bangkok, Thailand",2024-10-25,2024-11-02,3.0,829.0,26-35,F,Friend/Family,Discover,Romania,34.0,na,Morning,Luxury,1676.42,12600.0,123.26,100.0,940.22,9.76,4.17,0.0,
1884,2021-10,"Barcelona, Spain",2022-03-20,2022-03-29,5.0,3361.0,36-50,Other,Online Ad,MasterCard,China,45.0,na,Morning,Standard,2422.13,9720.0,87.49,100.0,880.94,13.62,,1.0,
1885,2022-09,"Cairo, Egypt",2023-01-10,2023-01-21,6.0,4606.0,51+,M,Online Ad,,Cuba,56.0,na,Evening,Standard,2692.97,10296.0,103.51,100.0,981.9,22.66,13.89,0.0,0.0
1886,2023-03,"Cape Town, South Africa",2023-06-02,2023-06-07,2.0,4848.0,18-25,M,Other,,Mexico,21.0,na,Afternoon,Luxury,1091.22,4200.0,183.57,100.0,1269.9,11.09,4.0,0.0,0.0
1887,2021-02,"Marrakech, Morocco",2021-03-04,2021-03-14,5.0,1091.0,36-50,F,Friend/Family,Visa,Iceland,36.0,frequent,Evening,Luxury,4031.81,20250.0,162.24,100.0,1190.22,16.79,16.87,0.0,0.0
1888,2023-04,"Tokyo, Japan",2023-06-20,2023-06-23,5.0,909.0,36-50,M,Social Media,Amex,Colombia,,na,,Standard,3243.87,3060.0,104.6,100.0,838.88,,6.45,0.0,0.0
1889,2023-03,"Bangkok, Thailand",2023-08-09,2023-08-21,8.0,4355.0,51+,F,Online Ad,Visa,Canada,69.0,na,Afternoon,,3933.53,20160.0,110.95,100.0,761.15,25.58,21.31,0.0,
1890,2021-05,"Cape Town, South Africa",10/19/2021,2021-11-01,6.0,,51+,M,Other,MasterCard,Poland,54.0,Frequent Traveler,Morning,Standard,4567.47,13104.0,115.44,100.0,989.08,20.58,17.96,0.0,
1891,2021-07,"Marrakech, Morocco",2021-12-12,2021-12-16,2.0,,36-50,M,Search Engine,MasterCard,Canada,41.0,na,Morning,Luxury,1308.93,3240.0,152.84,100.0,1189.66,12.46,6.47,0.0,1.0
1892,2024-12,"Lima, Peru",2025-01-20,2025-01-30,2.0,2428.0,51+,M,Friend/Family,Discover,India,61.0,V.I.P.,Afternoon,Standard,1119.78,3120.0,104.88,100.0,768.82,13.44,,0.0,
1893,2025-09,"New Delhi, India",2026-01-17,2026-01-30,4.0,3684.0,36-50,M,,Visa,Brazil,39.0,na,Evening,Budget,2901.53,3640.0,98.44,,795.66,15.54,8.82,0.0,0.0
1894,2023-09,"Santiago, Chile",2024-01-21,2024-01-29,8.0,1004.0,36-50,M,Search Engine,MasterCard,Sweden,42.0,Frequent,Evening,Budget,4312.42,4096.0,99.33,100.0,1061.31,27.22,23.3,0.0,0.0
1895,2022-02,"Bali, Indonesia",2022-03-19,2022-03-27,1.0,3679.0,18-25,M,Search Engine,MasterCard,Canada,18.0,na,Evening,Standard,606.66,1440.0,154.47,74.76,1293.23,9.92,,0.0,1.0
1896,2025-02,"Marrakech, Morocco",05/05/2025,2025-05-12,3.0,552.0,51+,M,Search Engine,MasterCard,UK,66.0,na,Afternoon,Budget,2441.99,1417.5,90.01,100.0,822.63,18.79,,0.0,
1897,2025-07,"New Delhi, India",2025-12-02,2025-12-12,,1978.0,51+,F,Online Ad,MasterCard,Portugal,52.0,na,Morning,Luxury,649.22,,174.01,100.0,704.14,13.94,7.44,0.0,
1898,2021-08,"Bangkok, Thailand",2022-01-02,2022-01-08,1.0,4027.0,26-35,M,Online Ad,Visa,Thailand,32.0,Frequent,Evening,Luxury,623.61,3150.0,166.58,100.0,1118.05,8.36,2.79,0.0,0.0
1899,2024-11,"Bangkok, Thailand",2025-04-05,2025-04-17,5.0,4103.0,51+,M,Friend/Family,,Germany,57.0,na,Evening,Luxury,3264.31,31500.0,174.23,100.0,691.44,16.54,7.74,,1.0
1900,2024-11,"Marrakech, Morocco",2025-01-22,2025-01-27,2.0,706.0,51+,F,Other,MasterCard,USA,53.0,na,Afternoon,Standard,1178.87,1620.0,92.32,100.0,856.3,13.99,,1.0,
1901,2023-03,"Paris, France",2023-07-04,2023-07-08,8.0,1071.0,26-35,M,Online Ad,MasterCard,Vietnam,28.0,na,Evening,Standard,4897.47,7296.0,101.46,100.0,969.93,22.1,11.65,,0.0
1902,2023-04,"Marrakech, Morocco",2023-09-16,2023-09-26,2.0,3228.0,36-50,F,Online Ad,Amex,Greece,42.0,na,Morning,Standard,1564.79,3240.0,112.06,100.0,1020.33,14.1,8.61,0.0,0.0
1903,2024-06,"Cairo, Egypt",2024-11-25,2024-12-07,1.0,4437.0,51+,F,Other,,Canada,61.0,na,Morning,Standard,681.5,1872.0,119.05,100.0,823.47,15.41,8.18,0.0,
1904,2024-05,"Paris, France",2024-07-08,2024-07-15,1.0,499.0,51+,M,Online Ad,Visa,India,62.0,na,Evening,Budget,457.33,665.0,74.67,56.9,682.23,9.31,,,
1905,2025-10,"Bali, Indonesia",01/07/2026,2026-01-18,3.0,4032.0,26-35,F,Online Ad,,Germany,34.0,Frequent,Afternoon,Standard,2028.26,5940.0,83.24,100.0,959.26,14.35,6.82,0.0,0.0
1906,2023-02,"Tokyo, Japan",2023-04-15,2023-04-25,1.0,2179.0,51+,M,Online Ad,Visa,Iceland,59.0,Frequent,Afternoon,Luxury,655.59,5100.0,153.71,100.0,766.91,8.92,4.1,,0.0
1907,2025-03,"Cairo, Egypt",2025-04-22,2025-05-02,,457.0,26-35,F,Search Engine,,Switzerland,32.0,Frequent,Afternoon,Budget,2145.53,1950.0,84.02,100.0,1009.18,,7.8,0.0,0.0
1908,2025-03,"Barcelona, Spain",2025-06-12,2025-06-21,2.0,,36-50,M,Social Media,Visa,China,41.0,na,Evening,Luxury,1239.19,9720.0,119.43,,587.21,8.43,3.27,0.0,0.0
1909,2024-06,"Reykjavik, Iceland",2024-08-22,2024-09-01,4.0,1482.0,51+,M,Friend/Family,Amex,USA,57.0,na,Evening,Standard,1874.32,7680.0,95.72,100.0,751.08,15.79,,0.0,1.0
1910,2021-09,"Lima, Peru",2021-11-11,2021-11-20,4.0,1475.0,36-50,F,Online Ad,Amex,Germany,49.0,na,Morning,Luxury,2822.84,14040.0,197.49,100.0,1173.79,17.91,11.31,,0.0
1911,2024-08,"Paris, France",01/06/2025,2025-01-09,,1861.0,51+,M,Online Ad,Discover,Thailand,56.0,na,Morning,Budget,1052.33,570.0,72.23,98.71,564.39,7.85,,0.0,0.0
1912,2022-01,"Bali, Indonesia",2022-03-22,2022-04-02,3.0,267.0,18-25,M,Other,MasterCard,UK,20.0,na,Evening,Standard,2149.11,5940.0,141.62,100.0,1245.36,10.65,4.42,2.0,1.0
1913,2024-04,"Paris, France",2024-06-30,2024-07-10,2.0,3255.0,36-50,M,Friend/Family,,Brazil,37.0,frequent,,Budget,701.55,1900.0,93.9,100.0,707.64,7.38,3.45,1.0,0.0
1914,2024-07,"Cape Town, South Africa",2024-11-19,2024-11-24,3.0,1894.0,36-50,F,Social Media,Visa,South Africa,45.0,na,Evening,Standard,1527.3,2520.0,127.88,100.0,893.07,14.99,10.12,1.0,0.0
1915,2022-02,"Rome, Italy",2022-03-11,2022-03-19,,374.0,26-35,M,Search Engine,Visa,Brazil,34.0,Frequent Traveler,Afternoon,Budget,3663.31,5180.0,61.75,100.0,1061.69,19.17,16.01,,
1916,2023-02,"Rome, Italy",2023-05-02,2023-05-10,3.0,3824.0,18-25,M,Online Ad,MasterCard,Argentina,18.0,Frequent,,Luxury,1786.15,13320.0,178.52,100.0,988.33,8.17,3.03,0.0,
1917,2024-02,"Tokyo, Japan",2024-07-10,2024-07-19,6.0,1097.0,51+,F,Other,MasterCard,Canada,64.0,VIP,Evening,,3518.47,4590.0,94.59,100.0,690.72,17.72,14.96,1.0,0.0
1918,2025-06,"Tokyo, Japan",2025-09-14,2025-09-26,4.0,2772.0,36-50,M,Search Engine,MasterCard,Cuba,36.0,na,Afternoon,Luxury,2736.73,24480.0,146.38,100.0,716.51,14.45,,2.0,1.0
1919,2025-07,"Bangkok, Thailand",2025-11-29,2025-12-08,1.0,,51+,M,Online Ad,Visa,Ghana,55.0,na,Afternoon,Standard,406.86,1890.0,125.76,,625.36,9.14,4.94,,0.0
1920,2022-10,Marrakech ( Morocco,2022-11-01,2022-11-04,8.0,,51+,M,Social Media,Visa,Sweden,65.0,na,Afternoon,Standard,5432.33,3888.0,127.02,100.0,954.63,29.93,46.59,0.0,
1921,2025-02,"Rome, Italy",07/27/2025,2025-08-08,4.0,4116.0,26-35,M,Friend/Family,Visa,Morocco,,Frequent,Afternoon,Budget,1928.68,4440.0,69.78,100.0,873.82,12.42,,2.0,1.0
1922,2021-09,"Lima, Peru",2022-02-10,2022-02-20,2.0,,18-25,F,Friend/Family,,USA,21.0,Frequent Traveler,Afternoon,Budget,1530.92,1300.0,135.03,100.0,1434.51,12.95,5.1,1.0,0.0
1923,2025-02,"Rome, Italy",2025-04-19,2025-04-30,1.0,3600.0,26-35,F,Search Engine,Discover,Spain,31.0,Frequent,Evening,Budget,498.14,1017.5,68.93,50.33,865.62,7.59,2.07,0.0,
1924,2023-11,"Barcelona, Spain",2024-03-19,2024-03-27,2.0,3106.0,26-35,M,Search Engine,,Japan,27.0,na,Morning,Budget,1034.78,1440.0,108.21,96.71,984.08,7.17,3.08,2.0,0.0
1925,2023-02,Cape Town ( South Africa,2023-03-30,2023-04-07,3.0,528.0,36-50,F,Online Ad,Visa,Canada,38.0,vip,Afternoon,,1764.92,,161.91,100.0,962.46,12.84,5.95,1.0,1.0
1926,2023-07,"Paris, France",2023-12-24,2024-01-07,1.0,3833.0,36-50,F,Search Engine,Visa,Brazil,40.0,na,Morning,Luxury,469.91,7980.0,177.03,100.0,708.66,,,,1.0
1927,2023-08,"Cape Town, South Africa",2023-09-18,2023-09-25,5.0,2349.0,36-50,F,Online Ad,,Spain,45.0,VIP,Morning,Standard,2255.45,5880.0,73.32,100.0,960.82,17.19,11.41,0.0,0.0
1928,2021-11,"Reykjavik, Iceland",2022-02-02,2022-02-12,,2653.0,36-50,Other,Search Engine,Discover,Germany,47.0,na,Afternoon,Standard,1253.88,3840.0,111.69,100.0,1018.15,10.27,4.53,,
1929,2023-12,"Tokyo, Japan",2024-05-26,2024-06-08,2.0,2786.0,36-50,F,Online Ad,Discover,Sweden,,Frequent,Evening,Standard,1106.07,5304.0,112.09,100.0,790.63,8.77,3.85,1.0,
1930,2025-11,"Santiago, Chile",2025-12-28,2026-01-04,3.0,1753.0,51+,M,Search Engine,Amex,Japan,58.0,frequent,Evening,Standard,2127.0,3225.6,113.14,,764.31,15.82,11.24,,0.0
1931,2023-12,"Tokyo, Japan",2024-04-01,2024-04-08,6.0,1250.0,26-35,M,Friend/Family,Amex,Indonesia,27.0,na,Afternoon,Standard,3138.91,8568.0,118.29,100.0,1015.24,16.52,9.36,,1.0
1932,2023-04,"Johannesburg, South Africa",2023-07-08,2023-07-19,3.0,2187.0,36-50,M,Search Engine,Visa,South Korea,38.0,na,Morning,Standard,2209.05,5227.2,132.84,100.0,1040.4,13.34,,0.0,1.0
1933,2025-10,"Cairo, Egypt",2025-11-01,2025-11-06,2.0,4767.0,51+,M,Search Engine,Visa,South Korea,66.0,V.I.P.,Afternoon,Standard,1324.31,1560.0,94.07,100.0,722.17,15.02,11.91,1.0,0.0
1934,2024-07,"Rome, Italy",2024-09-19,2024-09-23,8.0,2624.0,51+,F,,Visa,Brazil,53.0,na,Evening,Standard,4134.69,7104.0,103.64,100.0,618.13,23.85,16.59,2.0,0.0
1935,2022-04,"Reykjavik, Iceland",2022-07-14,2022-07-21,3.0,606.0,26-35,Other,Other,Amex,Chile,26.0,Frequent,Afternoon,Budget,1633.05,,89.72,100.0,1269.3,10.76,5.6,0.0,0.0
1936,2021-08,"Bali, Indonesia",2021-11-16,2021-11-23,7.0,1572.0,26-35,M,,Visa,Spain,34.0,na,Afternoon,Budget,5049.92,3675.0,104.23,100.0,1373.59,21.77,14.8,,0.0
1937,2021-05,"Cape Town, South Africa",2021-10-03,2021-10-14,8.0,2352.0,18-25,M,Friend/Family,Visa,South Africa,23.0,na,Evening,Budget,7201.15,6160.0,129.81,100.0,1451.75,27.71,,0.0,
1938,2024-11,Rome;  Italy,2024-12-20,2024-12-31,3.0,4077.0,18-25,M,Other,MasterCard,Japan,19.0,na,Morning,Luxury,1666.87,18315.0,,100.0,932.12,7.75,3.05,0.0,0.0
1939,2021-01,"Barcelona, Spain",2021-04-07,2021-04-15,1.0,1789.0,26-35,F,Online Ad,Visa,UK,,frequent,Morning,Standard,651.65,1728.0,86.31,98.44,1186.14,8.52,,0.0,
1940,2025-09,"Cairo, Egypt",2025-10-12,2025-10-20,1.0,255.0,51+,F,Friend/Family,Amex,China,65.0,Frequent,Afternoon,Standard,554.2,1248.0,112.75,47.76,778.02,14.52,8.26,0.0,1.0
1941,2021-10,"Bangkok, Thailand",2022-02-15,2022-02-18,3.0,2551.0,26-35,F,Friend/Family,Visa,South Africa,28.0,Frequent,Afternoon,Budget,1858.17,787.5,90.08,100.0,1131.71,9.65,4.88,0.0,0.0
1942,2022-12,"Reykjavik, Iceland",03/14/2023,2023-03-19,3.0,744.0,26-35,M,Friend/Family,MasterCard,Brazil,28.0,na,Morning,Standard,1895.49,2880.0,108.77,100.0,1157.88,11.85,4.42,1.0,
1943,2021-12,"Bangkok, Thailand",2022-03-10,2022-03-22,7.0,3041.0,36-50,F,Other,Visa,France,39.0,Frequent,Afternoon,Budget,4887.85,7350.0,64.45,100.0,,18.8,9.35,1.0,0.0
1944,2023-10,"Bangkok, Thailand",2024-03-05,2024-03-13,2.0,3015.0,51+,M,Friend/Family,Visa,USA,61.0,frequent,Afternoon,Budget,717.84,1400.0,102.37,100.0,733.31,11.54,5.31,0.0,0.0
1945,2021-03,"Rome, Italy",2021-05-19,2021-05-27,3.0,4339.0,51+,F,Online Ad,Visa,China,54.0,VIP,Afternoon,Standard,2368.16,5328.0,107.79,100.0,757.94,10.99,5.64,1.0,0.0
1946,2025-10,"Tokyo, Japan",2025-11-26,2025-11-29,5.0,4150.0,18-25,F,Online Ad,Amex,USA,25.0,frequent,Morning,Budget,3069.29,1275.0,93.96,100.0,864.46,14.2,,,
1947,2024-05,"Santiago, Chile",2024-07-04,2024-07-13,2.0,2793.0,51+,Other,Online Ad,MasterCard,China,,frequent,Afternoon,Standard,1300.67,2764.8,100.74,100.0,929.38,15.17,7.33,0.0,0.0
1948,2022-01,"Bali, Indonesia",2022-03-16,2022-03-30,4.0,1104.0,51+,F,,MasterCard,Vietnam,53.0,Frequent,,Budget,2382.47,4200.0,87.26,100.0,965.97,16.28,,1.0,0.0
1949,2023-12,"Tokyo, Japan",2024-04-29,2024-05-08,3.0,4474.0,36-50,F,Search Engine,MasterCard,France,50.0,V.I.P.,Evening,Luxury,2026.32,13770.0,,100.0,740.35,9.69,4.72,1.0,2.0
1950,2023-10,"Bangkok, Thailand",2023-11-27,2023-12-09,1.0,3434.0,51+,M,Search Engine,MasterCard,UK,63.0,Frequent Traveler,Evening,Standard,678.0,2520.0,128.32,100.0,747.1,10.56,3.91,1.0,0.0
1951,2022-02,"Bali, Indonesia",2022-05-27,2022-06-02,,4415.0,36-50,F,Search Engine,MasterCard,Brazil,45.0,Frequent Traveler,Evening,Standard,4754.43,6480.0,77.96,100.0,1044.48,16.96,13.03,0.0,0.0
1952,2024-04,"Cairo, Egypt",2024-07-04,2024-07-14,6.0,2022.0,18-25,F,Other,,India,25.0,na,Morning,Luxury,4704.88,23400.0,122.89,100.0,1171.58,21.66,13.04,0.0,0.0
1953,2022-01,"Reykjavik, Iceland",2022-04-25,2022-05-06,4.0,758.0,18-25,F,Friend/Family,Discover,Poland,20.0,na,Afternoon,,1925.09,21120.0,,100.0,1241.1,12.91,4.73,,0.0
1954,2024-11,"Marrakech, Morocco",2025-04-29,2025-05-03,4.0,3204.0,,F,Online Ad,Amex,Canada,,frequent,Afternoon,Budget,3254.33,1080.0,84.61,100.0,768.26,17.69,,2.0,0.0
1955,2022-06,"Marrakech, Morocco",2022-08-26,2022-09-09,2.0,1983.0,26-35,M,Online Ad,MasterCard,Germany,35.0,na,Afternoon,Budget,1229.58,1890.0,35.83,100.0,1108.21,12.7,6.63,0.0,1.0
1956,2021-12,"Barcelona, Spain",2022-04-25,2022-05-04,6.0,1784.0,26-35,M,Social Media,Visa,UK,28.0,na,Evening,,2418.98,,,100.0,1100.79,17.47,9.35,0.0,2.0
1957,2025-06,"Rome, Italy",2025-09-20,2025-10-02,6.0,1743.0,18-25,M,Friend/Family,Discover,Chile,25.0,Frequent,Morning,Budget,3231.7,6660.0,114.3,100.0,792.37,14.93,,,
1958,2022-09,"Tokyo, Japan",11/28/2022,2022-12-04,1.0,196.0,51+,M,Social Media,Visa,UK,69.0,Frequent,Morning,Standard,532.3,1224.0,134.88,100.0,789.15,10.77,5.29,2.0,
1959,2022-01,"Bali, Indonesia",2022-02-22,2022-03-02,1.0,1467.0,,F,Friend/Family,Visa,France,39.0,na,Afternoon,Budget,539.47,600.0,55.3,47.03,1006.77,10.0,3.57,0.0,0.0
1960,2022-08,"Bali, Indonesia",2022-11-22,2022-11-27,2.0,17.0,18-25,M,Other,Visa,Sweden,20.0,Frequent Traveler,Evening,Standard,1373.46,1800.0,118.32,98.01,1222.1,11.22,3.61,0.0,
1961,2023-08,"Lima, Peru",08/31/2023,2023-09-13,8.0,1171.0,26-35,F,Social Media,Discover,Germany,31.0,vip,Morning,Standard,4703.43,16224.0,123.59,100.0,1234.13,,,0.0,
1962,2021-02,"Bangkok, Thailand",2021-05-30,2021-06-04,1.0,4957.0,36-50,M,Online Ad,MasterCard,UK,47.0,na,Afternoon,Standard,785.13,1050.0,121.51,68.08,947.49,8.54,2.87,1.0,0.0
